basin,site_id,latitude,longitude,bias,calibration_source,time,absolute_water_level_NAVD88,absolute_water_level_WGS84
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-16 19:17:57,0.639,-25.235
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-16 19:22:57,0.647,-25.227
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-16 19:27:57,0.654,-25.219
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-16 19:32:57,0.661,-25.213
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-16 19:37:57,0.667,-25.206
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-16 19:42:57,0.673,-25.2
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-16 19:47:57,0.681,-25.193
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-16 19:52:57,0.688,-25.185
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-16 19:57:57,0.696,-25.177
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-16 20:02:57,0.705,-25.169
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-16 20:07:57,0.714,-25.16
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-16 20:12:57,0.722,-25.152
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-16 20:17:57,0.729,-25.144
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-16 20:22:57,0.736,-25.138
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-16 20:27:57,0.743,-25.131
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-16 20:32:57,0.749,-25.125
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-16 20:37:57,0.756,-25.118
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-16 20:42:57,0.764,-25.109
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-16 20:47:57,0.773,-25.1
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-16 20:52:57,0.783,-25.091
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-16 20:57:57,0.792,-25.081
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-16 21:02:57,0.801,-25.073
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-16 21:07:57,0.808,-25.066
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-16 21:12:57,0.814,-25.06
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-16 21:17:57,0.82,-25.054
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-16 21:22:57,0.826,-25.048
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-16 21:27:57,0.832,-25.041
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-16 21:32:57,0.838,-25.035
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-16 21:37:57,0.845,-25.028
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-16 21:42:57,0.852,-25.022
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-16 21:47:57,0.858,-25.016
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-16 21:52:57,0.863,-25.01
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-16 21:57:57,0.867,-25.006
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-16 22:02:57,0.872,-25.002
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-16 22:07:57,0.877,-24.997
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-16 22:12:57,0.883,-24.991
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-16 22:17:57,0.888,-24.985
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-16 22:22:57,0.893,-24.981
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-16 22:27:57,0.899,-24.975
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-16 22:32:57,0.904,-24.97
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-16 22:37:57,0.908,-24.965
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-16 22:42:57,0.912,-24.962
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-16 22:47:57,0.915,-24.959
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-16 22:52:57,0.918,-24.956
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-16 22:57:57,0.92,-24.954
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-16 23:02:57,0.923,-24.951
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-16 23:07:57,0.924,-24.949
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-16 23:12:57,0.925,-24.948
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-16 23:17:57,0.926,-24.947
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-16 23:22:57,0.927,-24.947
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-16 23:27:57,0.927,-24.947
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-16 23:32:57,0.927,-24.947
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-16 23:37:57,0.927,-24.947
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-16 23:42:57,0.927,-24.947
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-16 23:47:57,0.927,-24.947
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-16 23:52:57,0.927,-24.947
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-16 23:57:57,0.926,-24.948
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-17 00:02:57,0.925,-24.949
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-17 00:07:57,0.924,-24.95
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-17 00:12:57,0.923,-24.951
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-17 00:17:57,0.922,-24.951
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-17 00:22:57,0.922,-24.952
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-17 00:27:57,0.92,-24.954
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-17 00:32:57,0.919,-24.955
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-17 00:37:57,0.916,-24.957
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-17 00:42:57,0.914,-24.96
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-17 00:47:57,0.911,-24.963
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-17 00:52:57,0.908,-24.966
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-17 00:57:57,0.905,-24.969
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-17 01:02:57,0.902,-24.972
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-17 01:07:57,0.899,-24.974
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-17 01:12:57,0.896,-24.978
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-17 01:17:57,0.891,-24.982
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-17 01:22:57,0.888,-24.986
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-17 01:27:57,0.884,-24.99
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-17 01:32:57,0.881,-24.993
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-17 01:37:57,0.877,-24.997
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-17 01:42:57,0.873,-25.001
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-17 01:47:57,0.869,-25.005
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-17 01:52:57,0.865,-25.009
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-17 01:57:57,0.862,-25.012
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-17 02:02:57,0.858,-25.016
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-17 02:07:57,0.854,-25.019
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-17 02:12:57,0.851,-25.022
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-17 02:17:57,0.848,-25.025
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-17 02:22:57,0.846,-25.028
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-17 02:27:57,0.842,-25.032
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-17 02:32:57,0.838,-25.036
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-17 02:37:57,0.834,-25.039
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-17 02:42:57,0.831,-25.042
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-17 02:47:57,0.829,-25.045
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-17 02:52:57,0.826,-25.048
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-17 02:57:57,0.823,-25.05
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-17 03:02:57,0.821,-25.053
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-17 03:07:57,0.818,-25.056
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-17 03:12:57,0.815,-25.059
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-17 03:17:57,0.811,-25.063
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-17 03:22:57,0.808,-25.066
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-17 03:27:57,0.804,-25.07
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-17 03:32:57,0.801,-25.073
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-17 03:37:57,0.798,-25.076
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-17 03:42:57,0.795,-25.078
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-17 03:47:57,0.793,-25.081
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-17 03:52:57,0.791,-25.083
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-17 03:57:57,0.789,-25.085
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-17 04:02:57,0.787,-25.087
Atchafalaya,Wax_Lake_10,29.74290002,-91.3573,-9999,ASO_Lidar,2016-10-17 04:07:57,0.784,-25.089
