basin,site_id,latitude,longitude,bias,calibration_source,time,absolute_water_level_NAVD88,absolute_water_level_WGS84
Atchafalaya,Wax_Lake_1,29.70179996,-91.3735,0.09,ASO_Lidar,2016-10-13 23:45:51,0.672,-25.082
Atchafalaya,Wax_Lake_1,29.70179996,-91.3735,0.09,ASO_Lidar,2016-10-13 23:50:51,0.668,-25.086
Atchafalaya,Wax_Lake_1,29.70179996,-91.3735,0.09,ASO_Lidar,2016-10-13 23:55:51,0.664,-25.09
Atchafalaya,Wax_Lake_1,29.70179996,-91.3735,0.09,ASO_Lidar,2016-10-14 00:00:51,0.66,-25.094
Atchafalaya,Wax_Lake_1,29.70179996,-91.3735,0.09,ASO_Lidar,2016-10-14 00:05:51,0.657,-25.097
Atchafalaya,Wax_Lake_1,29.70179996,-91.3735,0.09,ASO_Lidar,2016-10-14 00:10:51,0.653,-25.101
Atchafalaya,Wax_Lake_1,29.70179996,-91.3735,0.09,ASO_Lidar,2016-10-14 00:15:51,0.65,-25.104
Atchafalaya,Wax_Lake_1,29.70179996,-91.3735,0.09,ASO_Lidar,2016-10-14 00:20:51,0.646,-25.107
Atchafalaya,Wax_Lake_1,29.70179996,-91.3735,0.09,ASO_Lidar,2016-10-14 00:25:51,0.643,-25.111
Atchafalaya,Wax_Lake_1,29.70179996,-91.3735,0.09,ASO_Lidar,2016-10-14 00:30:51,0.64,-25.114
Atchafalaya,Wax_Lake_1,29.70179996,-91.3735,0.09,ASO_Lidar,2016-10-14 00:35:51,0.637,-25.117
Atchafalaya,Wax_Lake_1,29.70179996,-91.3735,0.09,ASO_Lidar,2016-10-14 00:40:51,0.634,-25.12
Atchafalaya,Wax_Lake_1,29.70179996,-91.3735,0.09,ASO_Lidar,2016-10-14 00:45:51,0.631,-25.123
Atchafalaya,Wax_Lake_1,29.70179996,-91.3735,0.09,ASO_Lidar,2016-10-14 00:50:51,0.627,-25.126
Atchafalaya,Wax_Lake_1,29.70179996,-91.3735,0.09,ASO_Lidar,2016-10-14 00:55:51,0.625,-25.129
Atchafalaya,Wax_Lake_1,29.70179996,-91.3735,0.09,ASO_Lidar,2016-10-14 01:00:51,0.622,-25.132
Atchafalaya,Wax_Lake_1,29.70179996,-91.3735,0.09,ASO_Lidar,2016-10-14 01:05:51,0.619,-25.135
Atchafalaya,Wax_Lake_1,29.70179996,-91.3735,0.09,ASO_Lidar,2016-10-14 01:10:51,0.616,-25.138
Atchafalaya,Wax_Lake_1,29.70179996,-91.3735,0.09,ASO_Lidar,2016-10-14 01:15:51,0.614,-25.14
Atchafalaya,Wax_Lake_1,29.70179996,-91.3735,0.09,ASO_Lidar,2016-10-14 01:20:51,0.611,-25.142
Atchafalaya,Wax_Lake_1,29.70179996,-91.3735,0.09,ASO_Lidar,2016-10-14 01:25:51,0.61,-25.144
Atchafalaya,Wax_Lake_1,29.70179996,-91.3735,0.09,ASO_Lidar,2016-10-14 01:30:51,0.608,-25.146
Atchafalaya,Wax_Lake_1,29.70179996,-91.3735,0.09,ASO_Lidar,2016-10-14 01:35:51,0.606,-25.148
Atchafalaya,Wax_Lake_1,29.70179996,-91.3735,0.09,ASO_Lidar,2016-10-14 01:40:51,0.606,-25.148
Atchafalaya,Wax_Lake_1,29.70179996,-91.3735,0.09,ASO_Lidar,2016-10-14 01:45:51,0.606,-25.148
Atchafalaya,Wax_Lake_1,29.70179996,-91.3735,0.09,ASO_Lidar,2016-10-14 01:50:51,0.605,-25.149
Atchafalaya,Wax_Lake_1,29.70179996,-91.3735,0.09,ASO_Lidar,2016-10-14 01:55:51,0.604,-25.15
Atchafalaya,Wax_Lake_1,29.70179996,-91.3735,0.09,ASO_Lidar,2016-10-14 02:00:51,0.603,-25.151
Atchafalaya,Wax_Lake_1,29.70179996,-91.3735,0.09,ASO_Lidar,2016-10-14 02:05:51,0.602,-25.151
Atchafalaya,Wax_Lake_1,29.70179996,-91.3735,0.09,ASO_Lidar,2016-10-14 02:10:51,0.602,-25.152
Atchafalaya,Wax_Lake_1,29.70179996,-91.3735,0.09,ASO_Lidar,2016-10-14 02:15:51,0.601,-25.153
Atchafalaya,Wax_Lake_1,29.70179996,-91.3735,0.09,ASO_Lidar,2016-10-14 02:20:51,0.598,-25.156
Atchafalaya,Wax_Lake_1,29.70179996,-91.3735,0.09,ASO_Lidar,2016-10-14 02:25:51,0.597,-25.157
Atchafalaya,Wax_Lake_1,29.70179996,-91.3735,0.09,ASO_Lidar,2016-10-14 02:30:51,0.597,-25.157
