"channel_id","date","time","utc_time","along_channel_distance","CoordX","CoordY","longitude","latitude","water_surface_elevation_NAVD88","water_surface_elevation_WGS84","water_surface_elevation_uncertainty"
"WLO","2015-05-08","11:15:10",40510,30150,650299.93,3262468.11,-91.4497188,29.4827058,0.419,-24.658,0.074
"WLO","2015-05-08","11:15:10",40510,30200,650286.51,3262419.94,-91.4498638,29.4822728,0.416,-24.659,0.074
"WLO","2015-05-08","11:15:10",40510,30250,650273.1,3262371.77,-91.4500087,29.4818398,0.414,-24.661,0.074
"WLO","2015-05-08","11:15:10",40510,30300,650259.68,3262323.61,-91.4501537,29.4814069,0.412,-24.662,0.074
"WLO","2015-05-08","11:15:10",40510,30350,650246.27,3262275.44,-91.4502986,29.480974,0.41,-24.663,0.074
"WLO","2015-05-08","11:15:10",40510,30400,650232.85,3262227.27,-91.4504435,29.480541,0.408,-24.665,0.074
"WLO","2015-05-08","11:15:10",40510,30450,650219.44,3262179.11,-91.4505884,29.4801081,0.406,-24.666,0.074
"WLO","2015-05-08","11:15:10",40510,30500,650206.02,3262130.94,-91.4507334,29.4796751,0.405,-24.667,0.074
"WLO","2015-05-08","11:15:10",40510,30550,650192.6,3262082.77,-91.4508784,29.4792421,0.403,-24.668,0.074
"WLO","2015-05-08","11:15:10",40510,30600,650179.19,3262034.61,-91.4510233,29.4788093,0.401,-24.669,0.074
"WLO","2015-05-08","11:15:10",40510,30650,650165.77,3261986.44,-91.4511683,29.4783763,0.399,-24.67,0.074
"WLO","2015-05-08","11:15:10",40510,30700,650152.36,3261938.27,-91.4513131,29.4779433,0.398,-24.671,0.074
"WLO","2015-05-08","11:15:10",40510,30750,650138.94,3261890.11,-91.4514581,29.4775104,0.396,-24.672,0.074
"WLO","2015-05-08","11:15:10",40510,30800,650125.53,3261841.94,-91.451603,29.4770774,0.394,-24.672,0.074
"WLO","2015-05-08","11:15:10",40510,30850,650112.11,3261793.77,-91.451748,29.4766444,0.393,-24.673,0.074
"WLO","2015-05-08","11:15:10",40510,30900,650098.7,3261745.61,-91.4518928,29.4762116,0.392,-24.673,0.074
"WLO","2015-05-08","11:15:10",40510,30950,650085.28,3261697.44,-91.4520378,29.4757786,0.391,-24.674,0.073
"WLO","2015-05-08","11:15:10",40510,31000,650071.87,3261649.27,-91.4521827,29.4753456,0.39,-24.674,0.073
"WLO","2015-05-08","11:15:10",40510,31050,650058.45,3261601.11,-91.4523277,29.4749127,0.389,-24.674,0.073
"WLO","2015-05-08","11:15:10",40510,31100,650045.04,3261552.94,-91.4524725,29.4744797,0.388,-24.675,0.073
"WLO","2015-05-08","11:15:10",40510,31150,650031.62,3261504.77,-91.4526175,29.4740467,0.387,-24.675,0.073
"WLO","2015-05-08","11:15:10",40510,31200,650018.2,3261456.61,-91.4527625,29.4736138,0.386,-24.675,0.073
"WLO","2015-05-08","11:15:10",40510,31250,650004.79,3261408.44,-91.4529073,29.4731809,0.385,-24.675,0.073
"WLO","2015-05-08","11:15:10",40510,31300,649991.37,3261360.27,-91.4530523,29.4727479,0.384,-24.675,0.073
"WLO","2015-05-08","11:15:10",40510,31350,649977.96,3261312.11,-91.4531972,29.472315,0.383,-24.675,0.073
"WLO","2015-05-08","11:15:10",40510,31400,649964.54,3261263.94,-91.4533421,29.471882,0.382,-24.675,0.073
"WLO","2015-05-08","11:15:10",40510,31450,649951.13,3261215.77,-91.453487,29.471449,0.381,-24.675,0.073
"WLO","2015-05-08","11:15:10",40510,31500,649937.71,3261167.61,-91.4536319,29.4710161,0.381,-24.675,0.073
"WLO","2015-05-08","11:15:10",40510,31550,649924.3,3261119.44,-91.4537768,29.4705831,0.381,-24.674,0.073
"WLO","2015-05-08","11:15:10",40510,31600,649910.88,3261071.27,-91.4539218,29.4701502,0.38,-24.674,0.073
"WLO","2015-05-08","11:15:10",40510,31650,649897.47,3261023.11,-91.4540666,29.4697173,0.38,-24.673,0.073
"WLO","2015-05-08","11:15:10",40510,31700,649884.05,3260974.94,-91.4542116,29.4692843,0.38,-24.673,0.073
"WLO","2015-05-08","11:15:10",40510,31750,649870.64,3260926.77,-91.4543564,29.4688513,0.38,-24.672,0.073
"WLO","2015-05-08","11:15:10",40510,31800,649857.22,3260878.61,-91.4545014,29.4684184,0.379,-24.672,0.073
"WLO","2015-05-08","11:15:10",40510,31850,649843.8,3260830.44,-91.4546463,29.4679854,0.379,-24.671,0.073
"WLO","2015-05-08","11:15:10",40510,31900,649830.39,3260782.27,-91.4547912,29.4675524,0.379,-24.671,0.073
"WLO","2015-05-08","11:15:10",40510,31950,649816.97,3260734.11,-91.4549361,29.4671195,0.378,-24.67,0.073
"WLO","2015-05-08","11:15:10",40510,32000,649803.56,3260685.94,-91.455081,29.4666865,0.378,-24.67,0.073
"WLO","2015-05-08","11:15:10",40510,32050,649790.14,3260637.77,-91.4552259,29.4662536,0.378,-24.669,0.073
"WLO","2015-05-08","11:15:10",40510,32100,649776.73,3260589.61,-91.4553707,29.4658207,0.378,-24.669,0.073
"WLO","2015-05-08","11:15:10",40510,32150,649763.31,3260541.44,-91.4555157,29.4653877,0.377,-24.668,0.073
"WLO","2015-05-08","11:15:10",40510,32200,649749.9,3260493.27,-91.4556605,29.4649547,0.377,-24.668,0.073
"WLO","2015-05-08","11:15:10",40510,32250,649736.48,3260445.11,-91.4558055,29.4645218,0.377,-24.667,0.073
"WLO","2015-05-08","11:15:10",40510,32300,649723.07,3260396.94,-91.4559503,29.4640888,0.377,-24.667,0.073
"WLO","2015-05-08","11:15:10",40510,32350,649709.65,3260348.77,-91.4560952,29.4636558,0.376,-24.666,0.073
"WLO","2015-05-08","11:15:10",40510,32400,649696.24,3260300.61,-91.4562401,29.4632229,0.376,-24.666,0.073
"WLO","2015-05-08","11:15:10",40510,32450,649682.82,3260252.44,-91.456385,29.4627899,0.376,-24.665,0.073
"WLO","2015-05-08","11:15:10",40510,32500,649669.4,3260204.27,-91.4565299,29.4623569,0.376,-24.665,0.073
